test_id,time
0,4031250
1,4000000
2,3984375
3,4031250
4,4000000
5,4015625
6,3968750
7,4000000
8,3984375
9,3984375
10,3968750
11,3984375
12,3968750
13,3968750
14,3968750
15,4000000
16,4046875
17,4125000
18,4031250
19,4046875
20,4031250
21,4000000
22,4000000
23,4015625
24,4015625
25,4015625
26,4046875
27,4171875
28,4156250
29,4015625
30,4062500
31,4062500
